Honda	Ridgeline	2016 Ridgeline Crew Cab	2016	Not Available	Truck	Not Available	Not Available	 Gas	Not Available	Not Available	 Four Wheel Drive	 Regular unleaded	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available
Dodge	Charger	2015 Charger SRT Hellcat	2015	 13/22 mpg	Sedan	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.2 L	 707 hp @ 6000 rpm	 650 ft-lbs. @ 4800 rpm	$62,295	        Yes	        Yes	        No
Dodge	Charger	2014 Charger SRT8 Superbee	2014	 14/23 mpg	Sedan	 5-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 470 hp @ 6000 rpm	 470 ft-lbs. @ 4300 rpm	$43,385	        Yes	        No	        No
Dodge	Charger	2016 Charger SRT Hellcat	2016	 13/22 mpg	Sedan	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.2 L	 707 hp @ 6000 rpm	 650 ft-lbs. @ 4800 rpm	$65,945	        Yes	        Yes	        Yes
Dodge	Charger	2014 Charger SRT8	2014	 14/23 mpg	Sedan	 5-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 470 hp @ 6000 rpm	 470 ft-lbs. @ 4300 rpm	$46,385	        Yes	        Yes	        Yes
Dodge	Durango	2016 Durango SUV	2016	 18/25 mpg	SUV	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	7	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 290 hp @ 6400 rpm	 260 ft-lbs. @ 4800 rpm	$30,495	        Yes	        Yes	        No
Dodge	Charger	2016 Charger Sedan	2016	 19/31 mpg	Sedan	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 292 hp @ 6350 rpm	 260 ft-lbs. @ 4800 rpm	$27,995	        Yes	        Yes	        No
Dodge	Challenger	2014 Challenger SRT8 Core	2014	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 470 hp @ 6000 rpm	 470 ft-lbs. @ 4200 rpm	$39,485	        No	        No	        No
Dodge	Challenger	2015 Challenger SRT Hellcat	2015	 13/22 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.2 L	 707 hp @ 6000 rpm	 650 ft-lbs. @ 4000 rpm	$58,295	        Yes	        Yes	        No
Dodge	Challenger	2014 Challenger SRT8	2014	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 470 hp @ 6000 rpm	 470 ft-lbs. @ 4200 rpm	$44,685	        Yes	        Yes	        No
Dodge	Challenger	2015 Challenger SRT 392	2015	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 485 hp @ 6100 rpm	 475 ft-lbs. @ 4200 rpm	$45,695	        Yes	        Yes	        No
Dodge	Charger	2015 Charger Sedan	2015	 19/31 mpg	Sedan	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 292 hp @ 6350 rpm	 260 ft-lbs. @ 4800 rpm	$27,995	        Yes	        Yes	        No
Dodge	Charger	2014 Charger Sedan	2014	 18/27 mpg	Sedan	 5-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 292 hp @ 6350 rpm	 260 ft-lbs. @ 4800 rpm	$26,995	        No	        Yes	        No
Dodge	Durango	2015 Durango SUV	2015	 18/25 mpg	SUV	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	7	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 290 hp @ 6400 rpm	 260 ft-lbs. @ 4800 rpm	$30,495	        Yes	        Yes	        No
Dodge	Durango	2014 Durango SUV	2014	 18/25 mpg	SUV	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	7	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 290 hp @ 6400 rpm	 260 ft-lbs. @ 4800 rpm	$29,995	        Yes	        Yes	        No
Dodge	Dart	2016 Dart Sedan	2016	 25/36 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.0 L	 160 hp @ 6400 rpm	 148 ft-lbs. @ 4600 rpm	$16,895	        No	        No	        No
Dodge	Dart	2015 Dart Sedan	2015	 25/36 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.0 L	 160 hp @ 6400 rpm	 148 ft-lbs. @ 4600 rpm	$16,495	        No	        No	        No
Dodge	Dart	2014 Dart Sedan	2014	 25/36 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.0 L	 160 hp @ 6400 rpm	 148 ft-lbs. @ 4600 rpm	$16,495	        No	        No	        No
Dodge	Grand Caravan	2014 Grand Caravan Minivan	2014	 17/25 mpg	Minivan	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	7	V6	 Front Wheel Drive	 Flex-fuel (FFV)	 3.6 L	 283 hp @ 6400 rpm	 260 ft-lbs. @ 4400 rpm	$20,895	        No	        No	        No
Dodge	Journey	2014 Journey SUV	2014	 19/26 mpg	SUV	 4-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 173 hp @ 6000 rpm	 166 ft-lbs. @ 4000 rpm	$19,995	        No	        No	        No
Dodge	Viper	2016 Viper Coupe	2016	 12/21 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	2	V10	 Rear Wheel Drive	 Premium unleaded (required)	 8.4 L	 645 hp @ 6200 rpm	 600 ft-lbs. @ 5000 rpm	$86,995	        Yes	        No	        Yes
Dodge	Viper	2015 Viper Coupe	2015	 12/21 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	2	V10	 Rear Wheel Drive	 Premium unleaded (required)	 8.4 L	 645 hp @ 6200 rpm	 600 ft-lbs. @ 5000 rpm	$84,995	        Yes	        No	        Yes
Dodge	SRT Viper	2014 SRT Viper Coupe	2014	 12/19 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	2	V10	 Rear Wheel Drive	 Premium unleaded (required)	 8.4 L	 640 hp @ 6200 rpm	 600 ft-lbs. @ 5000 rpm	$84,885	        Yes	        No	        No
Jeep	Cherokee	2016 Cherokee SUV	2016	 22/31 mpg	SUV	 9-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 184 hp @ 6250 rpm	 171 ft-lbs. @ 4800 rpm	$23,395	        Yes	        Yes	        No
Jeep	Cherokee	2015 Cherokee SUV	2015	 22/31 mpg	SUV	 9-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 184 hp @ 6250 rpm	 171 ft-lbs. @ 4800 rpm	$23,095	        Yes	        Yes	        No
Jeep	Compass	2016 Compass SUV	2016	 23/30 mpg	SUV	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.0 L	 158 hp @ 6400 rpm	 141 ft-lbs. @ 5000 rpm	$19,495	        Yes	        No	        No
Jeep	Compass	2015 Compass SUV	2015	 23/30 mpg	SUV	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.0 L	 158 hp @ 6400 rpm	 141 ft-lbs. @ 5000 rpm	$18,995	        No	        No	        No
Jeep	Cherokee	2014 Cherokee SUV	2014	 22/31 mpg	SUV	 9-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 184 hp @ 6250 rpm	 171 ft-lbs. @ 4800 rpm	$22,995	        Yes	        Yes	        No
Jeep	Compass	2014 Compass SUV	2014	 23/30 mpg	SUV	 5-speed Manual	Not Available	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.0 L	 158 hp @ 6400 rpm	 141 ft-lbs. @ 5000 rpm	$18,695	        No	        Yes	        No
Jeep	Grand Cherokee	2014 Grand Cherokee SRT	2014	 13/19 mpg	SUV	 8-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Four Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 470 hp @ 6000 rpm	 465 ft-lbs. @ 4300 rpm	$64,380	        Yes	        Yes	        Yes
Dodge	Challenger	2016 Challenger Coupe	2016	 19/30 mpg	Coupe	 8-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 305 hp @ 6350 rpm	 268 ft-lbs. @ 4800 rpm	$26,995	        Yes	        Yes	        No
Dodge	Challenger	2016 Challenger R/T Scat Pack	2016	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 485 hp @ 6100 rpm	 475 ft-lbs. @ 4200 rpm	$37,995	        Yes	        Yes	        No
Dodge	Challenger	2015 Challenger R/T Scat Pack	2015	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 485 hp @ 6100 rpm	 475 ft-lbs. @ 4200 rpm	$37,995	        Yes	        Yes	        No
Dodge	Challenger	2015 Challenger R/T Scat Pack Shaker	2015	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 485 hp @ 6100 rpm	 475 ft-lbs. @ 4200 rpm	$42,595	        Yes	        Yes	        No
Dodge	Challenger	2015 Challenger Coupe	2015	 19/30 mpg	Coupe	 8-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 305 hp @ 6350 rpm	 268 ft-lbs. @ 4800 rpm	$26,995	        Yes	        Yes	        No
Dodge	Avenger	2014 Avenger Sedan	2014	 21/29 mpg	Sedan	 4-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 173 hp @ 6000 rpm	 166 ft-lbs. @ 4400 rpm	$20,595	        No	        Yes	        No
Subaru	XV Crosstrek	2015 XV Crosstrek SUV	2015	 23/31 mpg	SUV	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 148 hp @ 6200 rpm	 145 ft-lbs. @ 4200 rpm	$21,595	        Yes	        No	        No
Subaru	XV Crosstrek	2015 XV Crosstrek Hybrid	2015	 30/34 mpg	SUV	 Continuously Variable-speed Automatic	 3 Yr./ 36000 Mi.	 Hybrid	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 160 hp @ 6000 rpm	 163 ft-lbs. @ 2000 rpm	$25,995	        Yes	        Yes	        No
Subaru	WRX	2016 WRX Sedan	2016	 20/27 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (recommended)	 2.0 L	 268 hp @ 5600 rpm	 258 ft-lbs. @ 2000 rpm	$26,595	        Yes	        No	        No
Subaru	WRX	2015 WRX Sedan	2015	 21/28 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (recommended)	 2.0 L	 268 hp @ 5600 rpm	 258 ft-lbs. @ 2000 rpm	$26,295	        Yes	        No	        No
Subaru	WRX	2016 WRX STI Limited	2016	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$39,995	        Yes	        Yes	        Yes
Subaru	Legacy	2014 Legacy Sedan	2014	 21/29 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 173 hp @ 5600 rpm	 174 ft-lbs. @ 4100 rpm	$20,295	        Yes	        No	        No
Subaru	WRX	2015 WRX STI Launch Edition	2015	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$37,395	        Yes	        Yes	        No
Subaru	Legacy	2016 Legacy Sedan	2016	 26/36 mpg	Sedan	 Continuously Variable-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 175 hp @ 5800 rpm	 174 ft-lbs. @ 4000 rpm	$21,745	        Yes	        No	        No
Subaru	Impreza WRX	2014 Impreza WRX STI	2014	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$34,495	        Yes	        Yes	        No
Subaru	Tribeca	2014 Tribeca SUV	2014	 16/21 mpg	SUV	 5-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	7	Flat 6	 All Wheel Drive	 Regular unleaded	 3.6 L	 256 hp @ 6000 rpm	 247 ft-lbs. @ 4400 rpm	$34,095	        Yes	        Yes	        No
Subaru	Legacy	2015 Legacy Sedan	2015	 26/36 mpg	Sedan	 Continuously Variable-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 175 hp @ 5800 rpm	 174 ft-lbs. @ 4000 rpm	$21,695	        Yes	        No	        No
Subaru	Impreza WRX	2014 Impreza WRX STI Limited	2014	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$37,845	        Yes	        Yes	        No
Subaru	Outback	2016 Outback Wagon	2016	 25/33 mpg	Wagon	 Continuously Variable-speed Automatic	Not Available	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 175 hp @ 5800 rpm	 174 ft-lbs. @ 4000 rpm	$24,995	        Yes	        No	        No
Subaru	Outback	2015 Outback Wagon	2015	 25/33 mpg	Wagon	 Continuously Variable-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 175 hp @ 5800 rpm	 174 ft-lbs. @ 4000 rpm	$24,895	        Yes	        No	        No
Subaru	Outback	2014 Outback Wagon	2014	 21/28 mpg	Wagon	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 173 hp @ 5600 rpm	 174 ft-lbs. @ 4100 rpm	$23,495	        Yes	        No	        No
Subaru	WRX	2016 WRX STI	2016	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$34,695	        Yes	        Yes	        No
Subaru	Impreza WRX	2014 Impreza WRX Sedan	2014	 19/25 mpg	Sedan	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 265 hp @ 6000 rpm	 244 ft-lbs. @ 4000 rpm	$25,995	        Yes	        No	        No
Subaru	WRX	2015 WRX STI	2015	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$34,495	        Yes	        Yes	        No
Subaru	WRX	2016 WRX STI Series.HyperBlue	2016	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$38,995	        Yes	        Yes	        Yes
Subaru	XV Crosstrek	2014 XV Crosstrek Hybrid	2014	 29/33 mpg	SUV	 Continuously Variable-speed Automatic	 3 Yr./ 36000 Mi.	 Hybrid	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 160 hp @ 6000 rpm	 163 ft-lbs. @ 2000 rpm	$25,995	        Yes	        Yes	        No
Dodge	Challenger	2016 Challenger 392 Hemi Scat Pack Shaker	2016	 14/23 mpg	Coupe	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	V8	 Rear Wheel Drive	 Premium unleaded (recommended)	 6.4 L	 485 hp @ 6100 rpm	 475 ft-lbs. @ 4200 rpm	$42,595	        Yes	        Yes	        No
Subaru	WRX	2015 WRX STI Limited	2015	 17/23 mpg	Sedan	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 305 hp @ 6000 rpm	 290 ft-lbs. @ 4000 rpm	$38,495	        Yes	        Yes	        No
Subaru	XV Crosstrek	2014 XV Crosstrek SUV	2014	 23/30 mpg	SUV	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 148 hp @ 6200 rpm	 145 ft-lbs. @ 4200 rpm	$21,995	        Yes	        Yes	        No
Dodge	Challenger	2014 Challenger Coupe	2014	 18/27 mpg	Coupe	 5-speed Automatic	 3 Yr./ 36000 Mi.	 Gas	5	V6	 Rear Wheel Drive	 Regular unleaded	 3.6 L	 305 hp @ 6350 rpm	 268 ft-lbs. @ 4800 rpm	$26,495	        No	        Yes	        No
Subaru	Impreza WRX	2014 Impreza WRX Hatchback	2014	 19/25 mpg	Hatchback	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Premium unleaded (required)	 2.5 L	 265 hp @ 6000 rpm	 244 ft-lbs. @ 4000 rpm	$25,995	        Yes	        No	        No
Subaru	Crosstrek	2016 Crosstrek Hybrid	2016	 30/34 mpg	SUV	 Continuously Variable-speed Automatic	 3 Yr./ 36000 Mi.	 Hybrid	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 160 hp @ 6000 rpm	 163 ft-lbs. @ 2000 rpm	$26,395	        Yes	        Yes	        No
Subaru	Impreza	2015 Impreza Hatchback	2015	 25/34 mpg	Hatchback	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 148 hp @ 6200 rpm	 145 ft-lbs. @ 4200 rpm	$18,695	        Yes	        No	        No
Subaru	Impreza	2016 Impreza Hatchback	2016	 25/34 mpg	Hatchback	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 148 hp @ 6200 rpm	 145 ft-lbs. @ 4200 rpm	$18,795	        Yes	        No	        No
Subaru	Impreza	2014 Impreza Hatchback	2014	 25/33 mpg	Hatchback	 5-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.0 L	 148 hp @ 6200 rpm	 145 ft-lbs. @ 4200 rpm	$18,395	        Yes	        No	        No
Acura	TL	2014 TL Sedan	2014	 20/29 mpg	Sedan	 6-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	V6	 Front Wheel Drive	 Premium unleaded (recommended)	 3.5 L	 280 hp @ 6200 rpm	 254 ft-lbs. @ 5000 rpm	$36,030	        Yes	        Yes	        No
Subaru	Forester	2016 Forester SUV	2016	 22/29 mpg	SUV	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 170 hp @ 5800 rpm	 174 ft-lbs. @ 4100 rpm	$22,395	        Yes	        No	        No
Subaru	Forester	2014 Forester SUV	2014	 22/29 mpg	SUV	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 170 hp @ 5800 rpm	 174 ft-lbs. @ 4100 rpm	$21,995	        Yes	        No	        No
Subaru	Forester	2015 Forester SUV	2015	 22/29 mpg	SUV	 6-speed Manual	 3 Yr./ 36000 Mi.	 Gas	5	Flat 4	 All Wheel Drive	 Regular unleaded	 2.5 L	 170 hp @ 5800 rpm	 174 ft-lbs. @ 4100 rpm	$22,195	        Yes	        No	        No
Acura	ILX Hybrid	2014 ILX Hybrid Sedan	2014	 39/38 mpg	Sedan	 Continuously Variable-speed Automatic	 4 Yr./ 50000 Mi.	 Hybrid	5	Inline 4	 Front Wheel Drive	 Premium unleaded (recommended)	 1.5 L	 111 hp @ 5500 rpm	 127 ft-lbs. @ 1000 rpm	$28,900	        Yes	        No	        No
Acura	NSX	2017 NSX Coupe	2017	Not Available	Coupe	 7-speed Automatic	Not Available	 Hybrid	Not Available	V6	 All Wheel Drive	 Premium unleaded (required)	 3.5 L	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available
Acura	ILX	2015 ILX Sedan	2015	 24/35 mpg	Sedan	 5-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Premium unleaded (recommended)	 2.0 L	 150 hp @ 6500 rpm	 140 ft-lbs. @ 4300 rpm	$27,050	        Yes	        Yes	        No
Acura	ILX	2014 ILX Sedan	2014	 24/35 mpg	Sedan	 5-speed Shiftable Automatic	 4 Yr./ 50000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Premium unleaded (recommended)	 2.0 L	 150 hp @ 6500 rpm	 140 ft-lbs. @ 4300 rpm	$26,900	        Yes	        Yes	        No
Acura	ILX	2016 ILX Sedan	2016	 25/36 mpg	Sedan	 8-speed Automated Manual	 4 Yr./ 50000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Premium unleaded (recommended)	 2.4 L	 201 hp @ 6800 rpm	 180 ft-lbs. @ 3800 rpm	$27,900	        Yes	        Yes	        No
GMC	Terrain	2016 Terrain SUV	2016	 22/32 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 182 hp @ 6700 rpm	 172 ft-lbs. @ 4900 rpm	$23,975	        Yes	        No	        Yes
GMC	Terrain	2015 Terrain SUV	2015	 22/32 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 182 hp @ 6700 rpm	 172 ft-lbs. @ 4900 rpm	$24,070	        Yes	        No	        Yes
GMC	Terrain	2014 Terrain SUV	2014	 22/32 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Gas	5	Inline 4	 Front Wheel Drive	 Regular unleaded	 2.4 L	 182 hp @ 6700 rpm	 172 ft-lbs. @ 4900 rpm	$26,465	        Yes	        No	        No
GMC	Yukon XL	2016 Yukon XL SUV	2016	 16/23 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	8	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 5.3 L	 355 hp @ 5600 rpm	 383 ft-lbs. @ 4100 rpm	$50,865	        Yes	        No	        Yes
GMC	Yukon XL	2015 Yukon XL SUV	2015	 16/23 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	8	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 5.3 L	 355 hp @ 5600 rpm	 383 ft-lbs. @ 4100 rpm	$50,440	        Yes	        No	        Yes
GMC	Yukon XL	2014 Yukon XL SUV	2014	 15/21 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	8	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 5.3 L	 320 hp @ 5400 rpm	 335 ft-lbs. @ 4000 rpm	$47,925	        Yes	        No	        Yes
GMC	Yukon	2015 Yukon SUV	2015	 16/23 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	8	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 5.3 L	 355 hp @ 5600 rpm	 383 ft-lbs. @ 4100 rpm	$47,740	        Yes	        No	        Yes
GMC	Sierra 3500HD	2014 Sierra 3500HD Crew Cab	2014	Not Available	Truck	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	6	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 6.0 L	 322 hp @ 4400 rpm	 380 ft-lbs. @ 4200 rpm	$37,365	        No	        No	        No
GMC	Sierra 3500HD	2015 Sierra 3500HD Crew Cab	2015	Not Available	Truck	 6-speed Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	6	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 6.0 L	 360 hp @ 5400 rpm	 380 ft-lbs. @ 4200 rpm	$38,855	        No	        No	        No
GMC	Yukon	2016 Yukon SUV	2016	 16/23 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	8	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 5.3 L	 355 hp @ 5600 rpm	 383 ft-lbs. @ 4100 rpm	$48,165	        Yes	        No	        Yes
GMC	Sierra 3500HD	2015 Sierra 3500HD Double Cab	2015	Not Available	Truck	 6-speed Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	6	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 6.0 L	 360 hp @ 5400 rpm	 380 ft-lbs. @ 4200 rpm	$37,620	        No	        No	        No
GMC	Yukon	2014 Yukon SUV	2014	 15/21 mpg	SUV	 6-speed Shiftable Automatic	 3 Yr./ 36000 Mi.	 Flex-fuel (ffv)	8	V8	 Rear Wheel Drive	 Flex-fuel (FFV)	 5.3 L	 320 hp @ 5400 rpm	 335 ft-lbs. @ 4000 rpm	$44,455	        Yes	        No	        Yes
